STNAME,DEPNDANL,year_start,year_end,wt_var,url
ILLINOIS,"41,000",2012,2013,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
INDIANA,"28,000",2012,2013,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
IOWA,"6,000",2012,2013,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
KANSAS,"7,000",2012,2013,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
KENTUCKY,"53,000",2012,2013,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
LOUISIANA,"36,000",2012,2013,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
MAINE,"10,000",2012,2013,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
MARYLAND,"28,000",2012,2013,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
MASSACHUSETTS,"26,000",2012,2013,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
MICHIGAN,"47,000",2012,2013,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
MINNESOTA,"20,000",2012,2013,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
MISSISSIPPI,"16,000",2012,2013,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
MISSOURI,"34,000",2012,2013,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
MONTANA,"1,000",2012,2013,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NEBRASKA,"2,000",2012,2013,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NEVADA,"19,000",2012,2013,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NEW HAMPSHIRE,"10,000",2012,2013,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NEW JERSEY,"53,000",2012,2013,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NEW MEXICO,"6,000",2012,2013,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NEW YORK,"79,000",2012,2013,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NORTH CAROLINA,"83,000",2012,2013,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NORTH DAKOTA,"2,000",2012,2013,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
OHIO,"80,000",2012,2013,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
OKLAHOMA,"6,000",2012,2013,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
OREGON,"30,000",2012,2013,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
PENNSYLVANIA,"87,000",2012,2013,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
RHODE ISLAND,"6,000",2012,2013,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
SOUTH CAROLINA,"37,000",2012,2013,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
SOUTH DAKOTA,0,2012,2013,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
TENNESSEE,"57,000",2012,2013,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
TEXAS,"85,000",2012,2013,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
UTAH,"13,000",2012,2013,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
VERMONT,"3,000",2012,2013,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
VIRGINIA,"25,000",2012,2013,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
WASHINGTON,"44,000",2012,2013,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
WEST VIRGINIA,"15,000",2012,2013,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
WISCONSIN,"13,000",2012,2013,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
WYOMING,"2,000",2012,2013,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
