STNAME,DEPNDANL,year_start,year_end,wt_var,url
FLORIDA,Suppressed,2002,2003,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2002-2003-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
GEORGIA,Suppressed,2002,2003,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2002-2003-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
HAWAII,Suppressed,2002,2003,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2002-2003-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
IDAHO,Suppressed,2002,2003,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2002-2003-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
ILLINOIS,Suppressed,2002,2003,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2002-2003-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
INDIANA,Suppressed,2002,2003,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2002-2003-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
IOWA,Suppressed,2002,2003,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2002-2003-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
KANSAS,Suppressed,2002,2003,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2002-2003-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
KENTUCKY,Suppressed,2002,2003,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2002-2003-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
LOUISIANA,Suppressed,2002,2003,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2002-2003-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
MAINE,Suppressed,2002,2003,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2002-2003-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
MARYLAND,Suppressed,2002,2003,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2002-2003-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
MASSACHUSETTS,Suppressed,2002,2003,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2002-2003-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
MICHIGAN,Suppressed,2002,2003,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2002-2003-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
MINNESOTA,Suppressed,2002,2003,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2002-2003-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
MISSISSIPPI,Suppressed,2002,2003,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2002-2003-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
MISSOURI,Suppressed,2002,2003,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2002-2003-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
MONTANA,Suppressed,2002,2003,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2002-2003-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NEBRASKA,Suppressed,2002,2003,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2002-2003-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NEVADA,Suppressed,2002,2003,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2002-2003-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NEW HAMPSHIRE,Suppressed,2002,2003,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2002-2003-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NEW JERSEY,Suppressed,2002,2003,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2002-2003-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NEW MEXICO,Suppressed,2002,2003,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2002-2003-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NEW YORK,Suppressed,2002,2003,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2002-2003-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NORTH CAROLINA,Suppressed,2002,2003,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2002-2003-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NORTH DAKOTA,Suppressed,2002,2003,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2002-2003-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
OHIO,Suppressed,2002,2003,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2002-2003-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
OKLAHOMA,Suppressed,2002,2003,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2002-2003-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
OREGON,Suppressed,2002,2003,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2002-2003-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
PENNSYLVANIA,Suppressed,2002,2003,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2002-2003-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
RHODE ISLAND,Suppressed,2002,2003,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2002-2003-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
SOUTH CAROLINA,Suppressed,2002,2003,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2002-2003-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
SOUTH DAKOTA,Suppressed,2002,2003,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2002-2003-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
TENNESSEE,Suppressed,2002,2003,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2002-2003-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
TEXAS,Suppressed,2002,2003,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2002-2003-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
UTAH,Suppressed,2002,2003,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2002-2003-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
VERMONT,Suppressed,2002,2003,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2002-2003-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
VIRGINIA,Suppressed,2002,2003,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2002-2003-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
WASHINGTON,Suppressed,2002,2003,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2002-2003-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
WEST VIRGINIA,Suppressed,2002,2003,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2002-2003-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
WISCONSIN,Suppressed,2002,2003,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2002-2003-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
WYOMING,Suppressed,2002,2003,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2002-2003-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
