STNAME,DEPNDANL,year_start,year_end,wt_var,url
MISSISSIPPI,Suppressed,2010,2011,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2010-2011-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
MISSOURI,Suppressed,2010,2011,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2010-2011-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
MONTANA,Suppressed,2010,2011,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2010-2011-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NEBRASKA,Suppressed,2010,2011,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2010-2011-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NEVADA,Suppressed,2010,2011,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2010-2011-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NEW HAMPSHIRE,Suppressed,2010,2011,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2010-2011-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NEW JERSEY,Suppressed,2010,2011,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2010-2011-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NEW MEXICO,Suppressed,2010,2011,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2010-2011-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NEW YORK,Suppressed,2010,2011,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2010-2011-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NORTH CAROLINA,Suppressed,2010,2011,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2010-2011-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NORTH DAKOTA,Suppressed,2010,2011,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2010-2011-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
OHIO,Suppressed,2010,2011,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2010-2011-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
OKLAHOMA,Suppressed,2010,2011,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2010-2011-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
OREGON,Suppressed,2010,2011,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2010-2011-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
PENNSYLVANIA,Suppressed,2010,2011,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2010-2011-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
RHODE ISLAND,Suppressed,2010,2011,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2010-2011-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
SOUTH CAROLINA,Suppressed,2010,2011,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2010-2011-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
SOUTH DAKOTA,Suppressed,2010,2011,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2010-2011-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
TENNESSEE,Suppressed,2010,2011,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2010-2011-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
TEXAS,Suppressed,2010,2011,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2010-2011-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
UTAH,Suppressed,2010,2011,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2010-2011-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
VERMONT,Suppressed,2010,2011,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2010-2011-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
VIRGINIA,Suppressed,2010,2011,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2010-2011-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
WASHINGTON,Suppressed,2010,2011,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2010-2011-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
WEST VIRGINIA,Suppressed,2010,2011,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2010-2011-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
WISCONSIN,Suppressed,2010,2011,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2010-2011-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
WYOMING,Suppressed,2010,2011,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2010-2011-RD02YR?column=DEPNDANL&filter=DEPNDANL%3D1&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
